Year-Month,Category,Subcategory,State,Region,Year,Month_Number,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit
2021-07,Athletic Footwear,Women's,Kentucky,Southeast,4042,14,77.0,288,11331,35.980000000000004,0.9400000000000001,4858.74
2021-07,Athletic Footwear,Women's,Louisiana,South,6063,21,238.0,966,80724,110.34,1.39,34926.12
2021-07,Athletic Footwear,Women's,Maryland,Northeast,4042,14,76.0,195,7620,30.919999999999998,0.82,2861.4
2021-07,Athletic Footwear,Women's,Massachusetts,Northeast,6063,21,123.0,358,15207,37.97,0.9299999999999999,4256.05
2021-07,Athletic Footwear,Women's,Michigan,Midwest,4042,14,97.0,683,33676,38.65,0.7999999999999999,12529.2
2021-07,Athletic Footwear,Women's,Mississippi,South,6063,21,131.0,742,34421,59.63,1.36,14683.73
2021-07,Athletic Footwear,Women's,Missouri,Midwest,4042,14,59.0,476,14179,27.37,0.93,6052.37
2021-07,Athletic Footwear,Women's,Nebraska,Midwest,20210,70,292.0,642,19908,135.79000000000002,4.66,8525.65
2021-07,Athletic Footwear,Women's,New Hampshire,Northeast,6063,21,147.0,517,26553,53.47,1.0899999999999999,8805.25
2021-07,Athletic Footwear,Women's,New Jersey,Northeast,4042,14,76.0,313,12268,35.44,0.9400000000000001,5224.72
2021-07,Athletic Footwear,Women's,New Mexico,West,6063,21,148.0,734,37851,59.92999999999999,1.22,14383.619999999999
2021-07,Athletic Footwear,Women's,New York,Northeast,4042,14,108.0,725,39575,39.29,0.73,12906.0
2021-07,Athletic Footwear,Women's,North Carolina,Southeast,4042,14,107.0,878,47681,48.52,0.91,20233.56
2021-07,Athletic Footwear,Women's,North Dakota,Midwest,4042,14,78.0,228,9014,28.34,0.73,2966.02
2021-07,Athletic Footwear,Women's,Ohio,Midwest,4042,14,108.0,677,36931,50.620000000000005,0.9400000000000001,15900.240000000002
2021-07,Athletic Footwear,Women's,Oklahoma,South,6063,21,122.0,517,21962,56.290000000000006,1.3900000000000001,9468.970000000001
2021-07,Athletic Footwear,Women's,Oregon,West,6063,21,228.0,886,70711,94.12,1.24,27133.609999999997
2021-07,Athletic Footwear,Women's,Rhode Island,Northeast,6063,21,108.0,318,12006,49.5,1.3800000000000001,5171.52
2021-07,Athletic Footwear,Women's,South Carolina,Southeast,4042,14,107.0,977,53129,38.34,0.72,17199.18
2021-07,Athletic Footwear,Women's,South Dakota,Midwest,4042,14,78.0,219,8672,28.34,0.73,2818.96
2021-07,Athletic Footwear,Women's,Utah,West,6063,21,64.0,668,15318,29.02,1.37,6535.06
2021-07,Athletic Footwear,Women's,Vermont,Northeast,6063,21,132.0,486,22596,55.16,1.26,8730.119999999999
2021-07,Athletic Footwear,Women's,Virginia,Southeast,6063,21,232.0,886,71123,94.77,1.23,27087.879999999997
2021-07,Athletic Footwear,Women's,West Virginia,Northeast,4042,14,98.0,352,17446,44.480000000000004,0.91,7384.96
2021-07,Athletic Footwear,Women's,Wisconsin,Midwest,4042,14,78.0,226,8938,27.96,0.72,2913.96
2021-07,Athletic Footwear,Women's,Wyoming,West,4042,14,79.0,650,25850,32.33,0.82,9749.5
2021-07,Street Footwear,Men's,Alaska,West,4042,14,128.0,857,55341,51.730000000000004,0.81,20630.61
2021-07,Street Footwear,Men's,Arizona,West,6063,21,139.0,1087,51994,56.31,1.21,19715.260000000002
2021-07,Street Footwear,Men's,Arkansas,South,6063,21,144.0,1279,64843,63.379483870967746,1.32,27313.58
2021-07,Street Footwear,Men's,Connecticut,Northeast,6063,21,151.0,1034,54145,70.05938461538462,1.3900000000000001,23496.34
2021-07,Street Footwear,Men's,Delaware,Northeast,4042,14,108.0,857,46770,45.74948148148148,0.85,17816.4
2021-07,Street Footwear,Men's,Florida,Southeast,6063,21,241.0,1458,122859,88.67999999999999,1.1099999999999999,41304.24
2021-07,Street Footwear,Men's,Georgia,Southeast,6063,21,134.0,1139,53528,60.519999999999996,1.36,22816.36
2021-07,Street Footwear,Men's,Hawaii,West,4042,14,154.0,1008,79392,47.379999999999995,0.62,21695.04
2021-07,Street Footwear,Men's,Idaho,West,6063,21,133.0,1256,58406,60.099999999999994,1.3599999999999999,24958.399999999998
2021-07,Street Footwear,Men's,Illinois,Midwest,20210,70,524.0,3122,164563,241.43,4.62,69999.25
2021-07,Street Footwear,Men's,Indiana,Midwest,4042,14,106.0,699,37849,49.03,0.93,16127.470000000001
2021-07,Street Footwear,Men's,Iowa,Midwest,4042,14,99.0,688,34262,36.56,0.74,11225.28
2021-07,Street Footwear,Men's,Kansas,Midwest,4042,14,106.0,857,46406,44.74948148148148,0.85,17634.4
2021-07,Street Footwear,Men's,Kentucky,Southeast,4042,14,97.0,768,37896,45.85,0.9500000000000001,16342.8
2021-07,Street Footwear,Men's,Louisiana,South,6063,21,238.0,1476,123192,108.23999999999998,1.3599999999999999,52864.56
2021-07,Street Footwear,Men's,Maryland,Northeast,4042,14,99.0,656,32668,45.479238095238095,0.92,13837.48
2021-07,Street Footwear,Men's,Massachusetts,Northeast,6063,21,144.0,930,47459,50.549499999999995,1.0499999999999998,15373.499999999998
2021-07,Street Footwear,Men's,Michigan,Midwest,4042,14,117.0,1125,66825,64.2,1.1,34695.0
2021-07,Street Footwear,Men's,Mississippi,South,6063,21,165.0,1360,77401,75.2,1.37,33185.36
2021-07,Street Footwear,Men's,Missouri,Midwest,4042,14,76.0,953,37308,35.800000000000004,0.9500000000000001,16019.400000000001
2021-07,Street Footwear,Men's,Nebraska,Midwest,20210,70,416.0,2527,108425,192.16911111111114,4.65,46220.87
2021-07,Street Footwear,Men's,New Hampshire,Northeast,6063,21,178.0,1120,69020,80.5,1.35,29458.24
2021-07,Street Footwear,Men's,New Jersey,Northeast,4042,14,97.0,813,40085,39.589439999999996,0.82,15090.07
2021-07,Street Footwear,Men's,New Mexico,West,6063,21,150.0,1201,62380,60.61999999999999,1.21,23555.159999999996
2021-07,Street Footwear,Men's,New York,Northeast,4042,14,124.0,1197,76323,61.7,1.0,35802.65
2021-07,Street Footwear,Men's,North Carolina,Southeast,4042,14,125.0,1344,85890,56.0,0.9,36120.0
2021-07,Street Footwear,Men's,North Dakota,Midwest,4042,14,98.0,710,35180,41.019999999999996,0.84,13388.2
2021-07,Street Footwear,Men's,Ohio,Midwest,4042,14,128.0,1152,74376,58.760000000000005,0.92,31655.52
2021-07,Street Footwear,Men's,Oklahoma,South,6063,21,148.0,1120,57833,66.05942857142857,1.34,24429.88
2021-07,Street Footwear,Men's,Oregon,West,6063,21,224.0,1403,110275,92.87,1.25,42466.7
2021-07,Street Footwear,Men's,Rhode Island,Northeast,6063,21,134.0,915,43005,52.639391304347825,1.18,16017.169999999998
2021-07,Street Footwear,Men's,South Carolina,Southeast,4042,14,128.0,1461,94343,66.42,1.04,45197.37
2021-07,Street Footwear,Men's,South Dakota,Midwest,4042,14,97.0,704,34738,39.12,0.8099999999999999,12954.48
2021-07,Street Footwear,Men's,Utah,West,6063,21,97.0,1272,42560,43.72,1.35,18146.24
2021-07,Street Footwear,Men's,Vermont,Northeast,6063,21,159.0,1066,59733,81.18,1.54,28717.56
2021-07,Street Footwear,Men's,Virginia,Southeast,6063,21,224.0,1377,108715,91.45,1.22,41398.4
2021-07,Street Footwear,Men's,West Virginia,Northeast,4042,14,115.0,832,49010,52.599999999999994,0.92,20805.2
2021-07,Street Footwear,Men's,Wisconsin,Midwest,4042,14,95.0,699,34205,33.9,0.72,11066.1
2021-07,Street Footwear,Men's,Wyoming,West,4042,14,98.0,1103,54694,55.72,1.1400000000000001,28879.16
2021-07,Street Footwear,Women's,Alaska,West,4042,14,108.0,452,24656,32.83,0.61,6758.66
2021-07,Street Footwear,Women's,Arizona,West,6063,21,145.0,765,39031,58.43,1.21,14719.73
2021-07,Street Footwear,Women's,Arkansas,South,6063,21,120.0,716,30148,54.01,1.35,12834.38
2021-07,Street Footwear,Women's,Connecticut,Northeast,6063,21,118.0,517,21408,42.72,1.08,7050.12
2021-07,Street Footwear,Women's,Delaware,Northeast,4042,14,86.0,452,19932,40.14,0.9400000000000001,8558.28
2021-07,Street Footwear,Women's,Florida,Southeast,6063,21,253.0,1127,99890,90.82000000000001,1.08,32928.0
2021-07,Street Footwear,Women's,Georgia,Southeast,6063,21,146.0,846,43269,61.06,1.26,16624.29
2021-07,Street Footwear,Women's,Hawaii,West,4042,14,164.0,750,62850,49.69,0.61,17016.0
2021-07,Street Footwear,Women's,Idaho,West,6063,21,130.0,1444,66788,59.58,1.3699999999999999,28567.14
2021-07,Street Footwear,Women's,Illinois,Midwest,20210,70,407.0,1343,54828,164.39,4.06,20479.8
2021-07,Street Footwear,Women's,Indiana,Midwest,4042,14,87.0,293,12981,34.65,0.7999999999999999,4828.95
2021-07,Street Footwear,Women's,Iowa,Midwest,4042,14,76.0,293,11448,27.840000000000003,0.74,3777.12
2021-07,Street Footwear,Women's,Kansas,Midwest,4042,14,87.0,452,20034,35.07,0.8099999999999999,7483.139999999999
2021-07,Street Footwear,Women's,Kentucky,Southeast,4042,14,78.0,344,13622,35.760000000000005,0.92,5763.4400000000005
2021-07,Street Footwear,Women's,Louisiana,South,6063,21,254.0,1106,98630,119.03,1.41,42935.899999999994
2021-07,Street Footwear,Women's,Maryland,Northeast,4042,14,77.0,260,10220,32.129999999999995,0.84,3887.8
2021-07,Street Footwear,Women's,Massachusetts,Northeast,6063,21,118.0,440,18348,36.019999999999996,0.9199999999999999,5106.639999999999
2021-07,Street Footwear,Women's,Michigan,Midwest,4042,14,96.0,748,36708,35.699999999999996,0.75,12206.099999999999
2021-07,Street Footwear,Women's,Mississippi,South,6063,21,135.0,835,39282,59.54,1.32,16518.72
2021-07,Street Footwear,Women's,Missouri,Midwest,4042,14,59.0,553,16462,23.84,0.8099999999999999,6170.02
2021-07,Street Footwear,Women's,Nebraska,Midwest,20210,70,311.0,821,28143,129.16,4.17,10627.41
2021-07,Street Footwear,Women's,New Hampshire,Northeast,6063,21,146.0,612,31247,51.959999999999994,1.0699999999999998,10305.72
2021-07,Street Footwear,Women's,New Jersey,Northeast,4042,14,77.0,381,14997,35.24,0.92,6358.4400000000005
2021-07,Street Footwear,Women's,New Mexico,West,6063,21,157.0,881,48949,63.269999999999996,1.2,18471.93
2021-07,Street Footwear,Women's,New York,Northeast,4042,14,106.0,794,42994,31.599999999999998,0.6,11610.4
2021-07,Street Footwear,Women's,North Carolina,Southeast,4042,14,108.0,921,50263,51.150000000000006,0.9500000000000001,21663.4
2021-07,Street Footwear,Women's,North Dakota,Midwest,4042,14,77.0,284,11183,26.8,0.7,3573.2
2021-07,Street Footwear,Women's,Ohio,Midwest,4042,14,106.0,748,40448,48.010000000000005,0.91,17149.73
2021-07,Street Footwear,Women's,Oklahoma,South,6063,21,122.0,600,25334,55.95,1.37,10842.33
2021-07,Street Footwear,Women's,Oregon,West,6063,21,242.0,1034,87104,99.64,1.24,33189.58
2021-07,Street Footwear,Women's,Rhode Island,Northeast,6063,21,104.0,393,14511,47.39,1.37,6198.3
2021-07,Street Footwear,Women's,South Carolina,Southeast,4042,14,106.0,1073,58023,32.11,0.61,15897.029999999999
2021-07,Street Footwear,Women's,South Dakota,Midwest,4042,14,77.0,286,11257,27.54,0.72,3647.94
2021-07,Street Footwear,Women's,Utah,West,6063,21,68.0,770,18170,27.68,1.22,6909.38
2021-07,Street Footwear,Women's,Vermont,Northeast,6063,21,129.0,557,25605,51.79,1.2,9619.73
2021-07,Street Footwear,Women's,Virginia,Southeast,6063,21,238.0,1040,87048,93.75999999999999,1.18,32418.88
2021-07,Street Footwear,Women's,West Virginia,Northeast,4042,14,99.0,423,21052,45.97,0.93,9045.06
2021-07,Street Footwear,Women's,Wisconsin,Midwest,4042,14,78.0,286,11318,28.34,0.73,3696.74
2021-07,Street Footwear,Women's,Wyoming,West,4042,14,78.0,699,27662,32.239999999999995,0.83,10417.759999999998
2021-08,Apparel,Men's,Alabama,South,30315,120,525.0,2430,91281,228.41,6.529999999999999,37439.09
2021-08,Apparel,Men's,Alaska,West,4042,16,127.0,290,18655,39.81,0.63,5187.65
2021-08,Apparel,Men's,Arizona,West,6063,24,169.0,652,38964,60.34,1.08,12870.44
2021-08,Apparel,Men's,Arkansas,South,6063,24,138.0,601,28694,55.82,1.21,10892.66
2021-08,Apparel,Men's,Connecticut,Northeast,6063,24,149.0,314,16317,53.1285,1.0699999999999998,5346.36
2021-08,Apparel,Men's,Delaware,Northeast,4042,16,105.0,288,15524,38.998666666666665,0.75,5129.7
2021-08,Apparel,Men's,Florida,Southeast,6063,24,217.0,784,59040,54.06,0.75,13390.34
2021-08,Apparel,Men's,Georgia,Southeast,6063,24,176.0,716,43950,71.44,1.22,16650.9
2021-08,Apparel,Men's,Hawaii,West,4042,16,139.0,672,46893,29.130000000000003,0.42000000000000004,8251.11
2021-08,Apparel,Men's,Idaho,West,6063,24,146.0,774,39515,59.55,1.23,15044.189999999999
2021-08,Apparel,Men's,Illinois,Midwest,8084,32,235.0,449,26718,96.55,1.65,10037.9
2021-08,Apparel,Men's,Indiana,Midwest,4042,16,97.0,228,11241,36.14999999999999,0.75,3745.95
2021-08,Apparel,Men's,Iowa,Midwest,4042,16,98.0,226,11198,53.8,1.1,5843.8
2021-08,Apparel,Men's,Kansas,Midwest,4042,16,97.0,344,16993,41.0,0.85,6434.0
2021-08,Apparel,Men's,Kentucky,Southeast,4042,16,99.0,290,14435,41.50999999999999,0.84,5498.15
2021-08,Apparel,Men's,Louisiana,South,6063,24,176.0,765,46850,90.03905263157895,1.53,22604.74
2021-08,Apparel,Men's,Maryland,Northeast,4042,16,97.0,163,8035,36.1476,0.75,2678.3999999999996
2021-08,Apparel,Men's,Massachusetts,Northeast,6063,24,145.0,245,12489,43.04833333333333,0.89,3427.05
2021-08,Apparel,Men's,Michigan,Midwest,4042,16,87.0,635,28170,40.260000000000005,0.9299999999999999,12005.1
2021-08,Apparel,Men's,Mississippi,South,6063,24,131.0,730,33642,52.89999999999999,1.22,12722.999999999998
2021-08,Apparel,Men's,Missouri,Midwest,4042,16,69.0,381,13254,28.229999999999997,0.82,4969.379999999999
2021-08,Apparel,Men's,New Hampshire,Northeast,6063,24,169.0,403,24157,60.89999999999999,1.0799999999999998,8001.15
2021-08,Apparel,Men's,New Jersey,Northeast,4042,16,96.0,221,10865,34.778285714285715,0.73,3534.58
2021-08,Apparel,Men's,New Mexico,West,6063,24,185.0,761,49334,64.12,1.04,15942.04
2021-08,Apparel,Men's,New York,Northeast,4042,16,107.0,699,37998,44.21,0.83,14306.54
2021-08,Apparel,Men's,North Carolina,Southeast,4042,16,108.0,826,45078,44.69,0.83,16989.94
2021-08,Apparel,Men's,North Dakota,Midwest,4042,16,96.0,219,10774,38.66,0.8099999999999999,3993.54
2021-08,Apparel,Men's,Ohio,Midwest,4042,16,105.0,635,34250,43.75,0.84,12932.5
2021-08,Apparel,Men's,Oklahoma,South,6063,24,137.0,486,23007,53.45,1.17,8517.15
2021-08,Apparel,Men's,Oregon,West,6063,24,188.0,689,45278,84.71000000000001,1.35,19336.96
2021-08,Apparel,Men's,Rhode Island,Northeast,6063,24,132.0,196,9124,46.3176,1.06,2965.5
2021-08,Apparel,Men's,South Carolina,Southeast,4042,16,106.0,975,52725,42.709999999999994,0.8099999999999999,19716.0
2021-08,Apparel,Men's,South Dakota,Midwest,4042,16,97.0,221,10912,39.12,0.8099999999999999,4057.02
2021-08,Apparel,Men's,Texas,South,18189,72,314.0,1527,56546,101.41999999999999,2.91,16547.0
2021-08,Apparel,Men's,Utah,West,6063,24,82.0,564,16052,32.809999999999995,1.2,6053.429999999999
2021-08,Apparel,Men's,Vermont,Northeast,6063,24,160.0,362,20301,65.69999999999999,1.23,7747.889999999999
2021-08,Apparel,Men's,Virginia,Southeast,6063,24,185.0,663,43266,83.59,1.36,18389.24
2021-08,Apparel,Men's,West Virginia,Northeast,4042,16,99.0,318,15832,46.46000000000001,0.9400000000000001,6799.280000000001
2021-08,Apparel,Men's,Wisconsin,Midwest,4042,16,98.0,221,10958,56.2,1.15,5810.2
2021-08,Apparel,Men's,Wyoming,West,4042,16,97.0,640,31580,34.269999999999996,0.71,10197.8
2021-08,Apparel,Women's,Alabama,South,30315,120,459.0,4189,137378,294.32000000000005,9.64,84329.45000000001
2021-08,Apparel,Women's,Alaska,West,4042,16,137.0,504,34968,49.14,0.72,11326.56
2021-08,Apparel,Women's,Arizona,West,6063,24,183.0,600,38648,56.94,0.93,10767.14
2021-08,Apparel,Women's,Arkansas,South,6063,24,145.0,886,45120,66.8,1.3900000000000001,19446.4
2021-08,Apparel,Women's,Connecticut,Northeast,6063,24,159.0,604,33731,65.22,1.23,12835.779999999999
2021-08,Apparel,Women's,Delaware,Northeast,4042,16,119.0,520,31080,54.68,0.92,13281.6
2021-08,Apparel,Women's,Florida,Southeast,6063,24,226.0,483,38307,114.63000000000001,1.52,18384.66
2021-08,Apparel,Women's,Georgia,Southeast,6063,24,188.0,672,44242,55.8,0.8899999999999999,12125.699999999999
2021-08,Apparel,Women's,Hawaii,West,4042,16,147.0,438,32586,68.16,0.93,13858.08
2021-08,Apparel,Women's,Idaho,West,6063,24,158.0,1160,64600,96.56000000000002,1.8400000000000003,37536.880000000005
2021-08,Apparel,Women's,Illinois,Midwest,8084,32,254.99999999999997,696,44897,141.91633333333334,2.23,23518.92
2021-08,Apparel,Women's,Indiana,Midwest,4042,16,109.0,441,24164,50.620000000000005,0.93,10304.42
2021-08,Apparel,Women's,Iowa,Midwest,4042,16,108.0,448,24444,51.150000000000006,0.9500000000000001,10556.7
2021-08,Apparel,Women's,Kansas,Midwest,4042,16,107.0,563,30626,45.25,0.85,11600.5
2021-08,Apparel,Women's,Kentucky,Southeast,4042,16,106.0,520,28120,49.540000000000006,0.9400000000000001,12104.8
2021-08,Apparel,Women's,Louisiana,South,6063,24,179.0,492,31362,72.85,1.22,11911.259999999998
2021-08,Apparel,Women's,Maryland,Northeast,4042,16,108.0,381,20792,39.289,0.73,6795.69
2021-08,Apparel,Women's,Massachusetts,Northeast,6063,24,164.0,514,29286,60.199999999999996,1.0999999999999999,9802.9
2021-08,Apparel,Women's,Michigan,Midwest,4042,16,95.00000000000001,851,41670,58.1,1.23,23948.1
2021-08,Apparel,Women's,Mississippi,South,6063,24,150.0,1000,51984,85.05000000000001,1.7000000000000002,27768.15
2021-08,Apparel,Women's,Missouri,Midwest,4042,16,76.0,603,23608,43.400000000000006,1.15,12495.2
2021-08,Apparel,Women's,New Hampshire,Northeast,6063,24,180.0,676,43204,71.6,1.19,16068.880000000001
2021-08,Apparel,Women's,New Jersey,Northeast,4042,16,107.0,455,24709,49.55885714285715,0.93,10593.400000000001
2021-08,Apparel,Women's,New Mexico,West,6063,24,195.0,729,50220,61.349999999999994,0.95,14237.1
2021-08,Apparel,Women's,New York,Northeast,4042,16,115.0,943,55490,63.0,1.1,28944.0
2021-08,Apparel,Women's,North Carolina,Southeast,4042,16,114.0,1056,61974,64.56,1.1400000000000001,32733.36
2021-08,Apparel,Women's,North Dakota,Midwest,4042,16,109.0,445,24380,50.620000000000005,0.93,10418.9
2021-08,Apparel,Women's,Ohio,Midwest,4042,16,114.0,844,49626,62.94,1.1099999999999999,25816.86
2021-08,Apparel,Women's,Oklahoma,South,6063,24,145.0,765,38965,66.8,1.3900000000000001,16794.8
2021-08,Apparel,Women's,Oregon,West,6063,24,197.0,411,28451,72.47,1.1099999999999999,9566.960000000001
2021-08,Apparel,Women's,Rhode Island,Northeast,6063,24,145.0,483,24671,67.93866666666668,1.4100000000000001,10757.12
2021-08,Apparel,Women's,South Carolina,Southeast,4042,16,118.0,1203,71624,65.38,1.1099999999999999,37585.64
2021-08,Apparel,Women's,South Dakota,Midwest,4042,16,108.0,438,23914,48.5,0.9,10032.0
2021-08,Apparel,Women's,Texas,South,18189,72,279.0,2368,77349,144.59,4.67,38081.0
2021-08,Apparel,Women's,Utah,West,6063,24,94.0,861,28207,52.09,1.67,14937.66
2021-08,Apparel,Women's,Vermont,Northeast,6063,24,170.0,640,38328,76.03,1.3399999999999999,16208.56
2021-08,Apparel,Women's,Virginia,Southeast,6063,24,203.0,405,28625,71.86,1.06,9420.5
2021-08,Apparel,Women's,West Virginia,Northeast,4042,16,109.0,540,29585,51.16,0.9400000000000001,12703.4
2021-08,Apparel,Women's,Wisconsin,Midwest,4042,16,107.0,452,24554,48.519999999999996,0.91,10405.04
2021-08,Apparel,Women's,Wyoming,West,4042,16,107.0,871,47317,34.55,0.65,13358.05
2021-08,Athletic Footwear,Men's,Alabama,South,24252,96,312.0,4146,111112,151.17,5.859999999999999,51292.10999999999
2021-08,Athletic Footwear,Men's,Alaska,West,4042,16,116.0,531,31436,46.2,0.8,11596.2
2021-08,Athletic Footwear,Men's,Arizona,West,6063,24,163.0,926,52417,71.82,1.32,22059.3
2021-08,Athletic Footwear,Men's,Arkansas,South,6063,24,147.0,840,43321,59.629999999999995,1.22,16424.19
2021-08,Athletic Footwear,Men's,Connecticut,Northeast,6063,24,132.0,636,29536,61.02,1.3800000000000001,12722.560000000001
2021-08,Athletic Footwear,Men's,Delaware,Northeast,4042,16,97.0,553,27266,39.11999999999999,0.8099999999999999,10204.859999999999
2021-08,Athletic Footwear,Men's,Florida,Southeast,6063,24,222.0,1303,102307,64.4,0.87,27489.35
2021-08,Athletic Footwear,Men's,Georgia,Southeast,6063,24,162.0,1000,56450,72.64,1.34,23974.0
2021-08,Athletic Footwear,Men's,Hawaii,West,4042,16,146.0,943,69853,39.14,0.54,16137.52
2021-08,Athletic Footwear,Men's,Idaho,West,6063,24,145.0,1200,61020,66.0,1.3599999999999999,26034.6
2021-08,Athletic Footwear,Men's,Illinois,Midwest,8084,32,154.0,1296,45688,59.78,1.53,15626.2
2021-08,Athletic Footwear,Men's,Indiana,Midwest,4042,16,86.0,387,17067,40.14,0.9400000000000001,7326.18
2021-08,Athletic Footwear,Men's,Iowa,Midwest,4042,16,87.0,378,16776,35.06999999999999,0.8099999999999999,6231.96
2021-08,Athletic Footwear,Men's,Kansas,Midwest,4042,16,106.0,536,29036,42.199999999999996,0.7999999999999999,10728.699999999999
2021-08,Athletic Footwear,Men's,Kentucky,Southeast,4042,16,86.0,441,19481,35.019999999999996,0.82,7266.07
2021-08,Athletic Footwear,Men's,Louisiana,South,6063,24,219.0,1320,103120,98.35,1.3499999999999999,43856.009999999995
2021-08,Athletic Footwear,Men's,Maryland,Northeast,4042,16,86.0,358,15778,36.25,0.85,6032.75
2021-08,Athletic Footwear,Men's,Massachusetts,Northeast,6063,24,130.0,550,25332,44.83,1.03,8128.48
2021-08,Athletic Footwear,Men's,Michigan,Midwest,4042,16,105.0,845,45500,47.0,0.8999999999999999,19175.0
