Invoice Date,Year,Month_Number,Month_Name,Region,State,City,Category,Subcategory,Product,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit,Year-Month
2020-12-23,2020,12,Dec,West,California,San Francisco,Apparel,Men's,Men's Apparel,62.0,145,8990,39.06,0.63,5663.7,2020-12
2020-12-24,2020,12,Dec,West,California,San Francisco,Apparel,Women's,Women's Apparel,54.0,210,11340,14.58,0.27,3061.8,2020-12
2020-12-25,2020,12,Dec,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,56.0,228,12768,26.32,0.47000000000000003,6000.96,2020-12
2020-12-26,2020,12,Dec,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,62.0,203,12586,18.6,0.30000000000000004,3775.8000000000006,2020-12
2020-12-27,2020,12,Dec,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,64.0,210,13440,32.0,0.5,6720.0,2020-12
2020-12-28,2020,12,Dec,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,54.0,188,10152,22.139999999999997,0.41,4162.32,2020-12
2020-12-29,2020,12,Dec,West,California,San Francisco,Apparel,Men's,Men's Apparel,59.0,152,8968,38.35,0.65,5829.2,2020-12
2020-12-30,2020,12,Dec,West,California,San Francisco,Apparel,Women's,Women's Apparel,72.0,203,14616,19.44,0.27,3946.32,2020-12
2020-12-31,2020,12,Dec,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,56.0,252,14112,28.0,0.5,7056.0,2020-12
2021-01-01,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,64.0,225,14400,23.04,0.36,5184.0,2021-01
2021-01-02,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,60.0,218,13080,30.6,0.51,6670.8,2021-01
2021-01-03,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,56.0,182,10192,25.2,0.44999999999999996,4586.4,2021-01
2021-01-04,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,60.0,154,9240,39.6,0.66,6098.400000000001,2021-01
2021-01-05,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,72.0,189,13608,23.76,0.33,4490.64,2021-01
2021-01-06,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,56.0,273,15288,28.0,0.5,7644.0,2021-01
2021-01-07,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,63.0,248,15624,23.31,0.37,5780.88,2021-01
2021-01-08,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,64.0,206,13184,35.2,0.55,7251.200000000001,2021-01
2021-01-09,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,59.0,210,12390,28.909999999999997,0.49,6071.099999999999,2021-01
2021-01-10,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,62.0,155,9610,40.92,0.66,6342.6,2021-01
2021-01-11,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,72.0,219,15768,25.199999999999996,0.35,5518.799999999999,2021-01
2021-01-12,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,56.0,277,15512,25.200000000000006,0.45000000000000007,6980.4000000000015,2021-01
2021-01-13,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,59.0,245,14455,20.060000000000002,0.34,4914.700000000001,2021-01
2021-01-14,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,62.0,248,15376,28.52,0.46,7072.96,2021-01
2021-01-15,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,55.0,218,11990,22.0,0.4,4796.0,2021-01
2021-01-16,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,64.0,233,14912,40.96,0.64,9543.68,2021-01
2021-01-17,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,72.0,233,16776,20.880000000000003,0.29000000000000004,4865.040000000001,2021-01
2021-01-18,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,62.0,273,16926,28.52,0.46,7785.96,2021-01
2021-01-19,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,66.0,259,17094,19.800000000000004,0.30000000000000004,5128.200000000001,2021-01
2021-01-20,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,60.0,200,12000,28.2,0.47000000000000003,5640.0,2021-01
2021-01-21,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,59.0,188,11092,24.189999999999998,0.41,4547.719999999999,2021-01
2021-01-22,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,69.0,188,12972,42.09,0.61,7912.92,2021-01
2021-01-23,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,76.0,181,13756,19.0,0.25,3439.0,2021-01
2021-01-24,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,51.0,241,12291,21.42,0.42000000000000004,5162.22,2021-01
2021-01-25,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,56.0,268,15008,15.680000000000003,0.28,4202.240000000001,2021-01
2021-01-26,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,52.0,225,11700,20.8,0.4,4680.0,2021-01
2021-01-27,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,53.0,203,10759,18.549999999999997,0.35,3765.6499999999996,2021-01
2021-01-28,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,63.0,218,13734,36.540000000000006,0.5800000000000001,7965.720000000001,2021-01
2021-01-29,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,65.0,217,14105,15.600000000000001,0.24000000000000002,3385.2000000000003,2021-01
2021-01-30,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,51.0,236,12036,22.950000000000003,0.45000000000000007,5416.200000000001,2021-01
2021-01-31,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,59.0,219,12921,17.110000000000003,0.29000000000000004,3747.0900000000006,2021-01
2021-02-01,2021,2,Feb,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,50.0,182,9100,21.000000000000004,0.42000000000000004,3822.0000000000005,2021-02
2021-02-02,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,51.0,203,10353,18.36,0.36,3727.08,2021-02
2021-02-03,2021,2,Feb,West,California,San Francisco,Apparel,Men's,Men's Apparel,59.0,182,10738,34.220000000000006,0.5800000000000001,6228.040000000001,2021-02
2021-02-04,2021,2,Feb,West,California,San Francisco,Apparel,Women's,Women's Apparel,63.0,196,12348,14.49,0.23,2840.04,2021-02
2021-02-05,2021,2,Feb,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,52.0,263,13676,22.880000000000003,0.44000000000000006,6017.4400000000005,2021-02
2021-02-06,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,58.0,236,13688,14.5,0.25,3422.0,2021-02
2021-02-07,2021,2,Feb,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,50.0,210,10500,20.0,0.4,4200.0,2021-02
2021-02-08,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,53.0,210,11130,21.2,0.39999999999999997,4452.0,2021-02
2021-02-09,2021,2,Feb,West,California,San Francisco,Apparel,Men's,Men's Apparel,63.0,163,10269,35.910000000000004,0.5700000000000001,5853.330000000001,2021-02
2021-02-10,2021,2,Feb,West,California,San Francisco,Apparel,Women's,Women's Apparel,67.0,202,13534,14.070000000000002,0.21000000000000002,2842.1400000000003,2021-02
2021-02-11,2021,2,Feb,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,51.0,293,14943,20.400000000000002,0.4,5977.200000000001,2021-02
2021-02-12,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,58.0,273,15834,15.660000000000002,0.27,4275.18,2021-02
2021-02-13,2021,2,Feb,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,52.0,233,12116,20.8,0.4,4846.400000000001,2021-02
2021-02-14,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,51.0,194,9894,20.4,0.39999999999999997,3957.5999999999995,2021-02
2021-02-15,2021,2,Feb,West,California,San Francisco,Apparel,Men's,Men's Apparel,59.0,175,10325,35.400000000000006,0.6000000000000001,6195.000000000001,2021-02
2021-02-16,2021,2,Feb,West,California,San Francisco,Apparel,Women's,Women's Apparel,67.0,208,13936,15.41,0.23,3205.28,2021-02
2021-02-17,2021,2,Feb,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,32.0,203,6496,16.32,0.51,3312.96,2021-02
2021-02-18,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,196,8036,14.76,0.36,2892.96,2021-02
2021-03-09,2021,3,Mar,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,41.0,189,7749,21.32,0.52,4029.48,2021-03
2021-03-10,2021,3,Mar,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,160,6560,20.09,0.49,3214.4,2021-03
2021-03-11,2021,3,Mar,West,California,Los Angeles,Apparel,Men's,Men's Apparel,49.0,145,7105,32.34,0.66,4689.3,2021-03
2021-03-12,2021,3,Mar,West,California,Los Angeles,Apparel,Women's,Women's Apparel,41.0,182,7462,12.709999999999999,0.31,2313.22,2021-03
2021-03-13,2021,3,Mar,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,34.0,225,7650,18.02,0.53,4054.5,2021-03
2021-03-14,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,195,8385,17.2,0.4,3354.0,2021-03
2021-03-15,2021,3,Mar,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,44.0,169,7436,22.0,0.5,3718.0,2021-03
2021-03-16,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,152,6232,20.09,0.49,3053.68,2021-03
2021-03-17,2021,3,Mar,West,California,Los Angeles,Apparel,Men's,Men's Apparel,46.0,113,5198,31.28,0.68,3534.6400000000003,2021-03
2021-03-18,2021,3,Mar,West,California,Los Angeles,Apparel,Women's,Women's Apparel,41.0,176,7216,12.3,0.30000000000000004,2164.8,2021-03
2021-03-19,2021,3,Mar,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,32.0,216,6912,16.0,0.5,3456.0,2021-03
2021-03-20,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,195,7995,14.35,0.35,2798.25,2021-03
2021-03-21,2021,3,Mar,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,42.0,169,7098,23.1,0.55,3903.9,2021-03
2021-03-22,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,154,6314,18.45,0.44999999999999996,2841.2999999999997,2021-03
2021-03-23,2021,3,Mar,West,California,Los Angeles,Apparel,Men's,Men's Apparel,46.0,106,4876,31.28,0.68,3315.6800000000003,2021-03
2021-04-06,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,41.0,188,7708,14.349999999999998,0.35,2697.7999999999997,2021-04
2021-04-07,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,43.0,240,10320,21.5,0.5,5160.0,2021-04
2021-04-08,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,49.0,156,7644,17.639999999999997,0.36,2751.8399999999997,2021-04
2021-04-09,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,49.0,175,8575,26.95,0.55,4716.25,2021-04
2021-04-10,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,43.0,152,6536,21.07,0.49,3202.64,2021-04
2021-04-11,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,49.0,119,5831,32.34,0.66,3848.46,2021-04
2021-04-12,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,62.0,174,10788,20.46,0.33,3560.04,2021-04
2021-04-13,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,41.0,208,8528,21.32,0.52,4434.56,2021-04
2021-04-14,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,169,7943,16.45,0.35,2780.0499999999997,2021-04
2021-04-15,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,45.0,163,7335,23.400000000000002,0.52,3814.2000000000003,2021-04
2021-04-16,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,154,6314,19.68,0.48,3030.72,2021-04
2021-04-17,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,45.0,131,5895,29.25,0.65,3831.75,2021-04
2021-04-18,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,64.0,181,11584,19.84,0.31,3591.04,2021-04
2021-04-19,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,44.0,270,11880,24.200000000000003,0.55,6534.000000000001,2021-04
2021-04-20,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,225,10575,16.45,0.35,3701.2499999999995,2021-04
2021-04-21,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,48.0,203,9744,26.400000000000002,0.55,5359.200000000001,2021-04
2021-04-22,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,44.0,175,7700,21.12,0.48,3696.0,2021-04
2021-04-23,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,45.0,125,5625,31.050000000000004,0.6900000000000001,3881.2500000000005,2021-04
2021-04-24,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,60.0,200,12000,18.6,0.31,3720.0,2021-04
2021-04-25,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,41.0,238,9758,20.91,0.51,4976.58,2021-04
2021-04-26,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,46.0,216,9936,17.48,0.38,3775.68,2021-04
2021-04-27,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,47.0,218,10246,24.44,0.52,5327.92,2021-04
2021-04-28,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,44.0,189,8316,21.119999999999997,0.48,3991.68,2021-04
2021-04-29,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,46.0,189,8694,30.36,0.66,5738.04,2021-04
2021-04-30,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,59.0,203,11977,17.700000000000003,0.30000000000000004,3593.1000000000004,2021-04
2021-05-01,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,47.0,252,11844,24.44,0.52,6158.88,2021-05
2021-05-02,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,51.0,221,11271,20.400000000000002,0.4,4508.400000000001,2021-05
2021-05-03,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,48.0,218,10464,24.48,0.51,5336.64,2021-05
2021-05-04,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,169,7943,22.56,0.48,3812.64,2021-05
2021-05-05,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,58.0,182,10556,38.86,0.67,7072.52,2021-05
2021-05-06,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,61.0,189,11529,21.349999999999998,0.35,4035.1499999999996,2021-05
2021-05-07,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,47.0,213,10011,25.380000000000003,0.54,5405.9400000000005,2021-05
2021-05-08,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,247,12350,18.5,0.37,4569.5,2021-05
2021-05-09,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,46.0,196,9016,23.0,0.5,4508.0,2021-05
2021-05-10,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,46.0,176,8096,23.0,0.5,4048.0,2021-05
2021-05-11,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,58.0,163,9454,38.86,0.67,6334.18,2021-05
2021-05-12,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,59.0,189,11151,18.29,0.31,3456.81,2021-05
2021-05-13,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,49.0,224,10976,24.5,0.5,5488.0,2021-05
2021-05-14,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,51.0,232,11832,18.36,0.36,4259.5199999999995,2021-05
2021-05-15,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,49.0,176,8624,24.99,0.51,4398.24,2021-05
2021-05-16,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,48.0,175,8400,21.599999999999998,0.44999999999999996,3779.9999999999995,2021-05
2021-05-17,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,56.0,174,9744,38.08,0.68,6625.92,2021-05
2021-05-18,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,62.0,176,10912,21.7,0.35,3819.2,2021-05
2021-05-19,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,49.0,231,11319,24.5,0.5,5659.5,2021-05
2021-05-20,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,54.0,215,11610,20.52,0.38,4411.8,2021-05
2021-05-21,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,47.0,169,7943,23.5,0.5,3971.5,2021-05
2021-05-22,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,176,8272,21.15,0.44999999999999996,3722.3999999999996,2021-05
2021-05-23,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,55.0,174,9570,37.95,0.6900000000000001,6603.3,2021-05
2021-05-24,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,59.0,189,11151,20.060000000000002,0.34,3791.34,2021-05
2021-05-25,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,49.0,225,11025,24.99,0.51,5622.75,2021-05
2021-05-26,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,243,12150,19.0,0.38,4617.0,2021-05
2021-05-27,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,46.0,182,8372,24.84,0.54,4520.88,2021-05
2021-05-28,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,49.0,210,10290,24.5,0.5,5145.0,2021-05
2021-05-29,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,55.0,156,8580,35.75,0.65,5577.0,2021-05
2021-05-30,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,59.0,196,11564,20.65,0.35,4047.3999999999996,2021-05
2021-05-31,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,44.0,124,5456,22.88,0.52,2837.12,2021-05
2021-06-01,2021,6,Jun,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,77,3157,18.859999999999996,0.45999999999999996,1452.2199999999998,2021-06
2021-06-02,2021,6,Jun,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,32.0,83,2656,15.04,0.47,1248.32,2021-06
2021-06-03,2021,6,Jun,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,37.0,34,1258,19.24,0.52,654.16,2021-06
2021-06-04,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,53.0,47,2491,25.97,0.49,1220.59,2021-06
2021-06-05,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,41.0,69,2829,24.599999999999998,0.6,1697.3999999999999,2021-06
2021-06-06,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,44.0,158,6952,22.44,0.51,3545.52,2021-06
2021-06-07,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,51,2193,20.21,0.47,1030.71,2021-06
2021-06-08,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,32.0,61,1952,14.719999999999999,0.45999999999999996,897.92,2021-06
2021-06-09,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,28,1092,20.669999999999998,0.53,578.76,2021-06
2021-06-10,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,50.0,44,2200,23.5,0.47,1034.0,2021-06
